line_id,order_id,book_id,price
4211,222,793,10.72
4212,3320,1920,14.58
4213,2606,9015,7.70
4214,7370,6696,15.89
4215,2494,1030,1.38
4216,413,309,18.77
4217,1663,8897,10.10
4218,2825,8632,10.78
4219,3954,7669,10.09
4220,2909,1691,3.53
4221,6427,1884,17.22
4222,4377,7682,0.77
4223,6903,10173,8.03
4224,7189,9248,6.57
4225,6962,4779,1.72
4226,6680,5661,16.16
4227,4947,1873,12.64
4228,6090,2884,2.76
4229,762,10490,2.04
4230,3770,4768,15.09
4231,3920,4725,5.34
4232,3312,8192,11.36
4233,4161,2412,19.16
4234,7205,7718,17.44
4235,4565,3586,6.92
4236,778,7280,9.82
4237,1621,62,12.47
4238,5663,2515,1.39
4239,4271,9530,1.39
4240,4882,2934,14.19
4241,4050,8435,18.17
4242,555,3776,17.24
4243,382,5934,0.02
4244,5116,8653,7.17
4245,1848,9750,13.16
4246,1971,1851,19.32
4247,3961,9807,4.07
4248,7223,9072,9.05
4249,2345,8425,0.07
4250,1694,9853,0.61
4251,5696,506,14.07
4252,5811,3610,14.23
4253,7490,3546,7.33
4254,4325,4810,19.82
4255,4793,9231,6.27
4256,141,10258,9.70
4257,1594,10285,7.60
4258,1189,1931,0.88
4259,615,5338,1.18
4260,3673,10076,12.93
4261,4963,5719,12.42
4262,6412,7319,4.92
4263,2655,1112,5.53
4264,2941,2682,16.26
4265,670,5671,8.41
4266,6066,766,7.70
4267,2651,2658,15.96
4268,4163,2068,12.33
4269,702,351,15.48
4270,3670,10409,0.74
4271,6360,3766,9.05
4272,5951,9011,2.03
4273,972,2853,14.01
4274,4896,10704,4.42
4275,2043,8163,8.68
4276,682,1827,17.64
4277,951,3613,16.37
4278,1742,6811,17.49
4279,1309,7716,3.77
4280,2489,3820,4.32
4281,7009,8247,13.95
4282,623,7673,17.56
4283,4219,7161,7.06
4284,2946,9702,3.63
4285,4912,6796,16.58
4286,1496,5139,19.15
4287,5088,2185,3.52
4288,541,8009,4.72
4289,3935,7459,11.23
4290,4414,2407,13.79
4291,522,5633,14.71
4292,5340,2419,3.71
4293,1808,2018,4.01
4294,2069,663,7.54
4295,1793,11062,16.19
4296,1183,1386,4.10
4297,1800,41,10.31
4298,6524,8728,14.68
4299,7321,7579,6.63
4300,521,9401,8.41
4301,5979,5923,14.00
4302,2502,10968,9.70
4303,5074,6374,17.15
4304,7249,2857,17.82
4305,2897,4736,10.45
4306,914,973,4.46
4307,4776,2081,11.01
4308,7331,1057,6.90
4309,1182,10501,6.74
4310,426,3443,8.84
4311,4121,6336,17.41
4312,1159,10500,13.36
4313,575,1664,3.86
4314,2316,5649,11.84
4315,3501,9681,19.29
4316,4020,2409,12.32
4317,6343,4100,4.65
4318,394,237,0.23
4319,1064,6021,6.28
4320,5722,3733,16.50
4321,5872,1661,18.17
4322,1724,6566,11.41
4323,2106,5302,10.13
4324,4291,7787,9.02
4325,234,1243,10.15
4326,4388,9689,9.07
4327,240,10012,9.40
4328,3324,674,11.00
4329,5062,2078,3.70
4330,297,128,5.66
4331,5608,11043,1.98
4332,3556,5342,15.52
4333,6664,967,3.69
4334,6015,11113,14.50
4335,5849,10152,18.89
4336,3025,2239,9.84
4337,3921,10981,4.05
4338,4003,2193,11.61
4339,3331,3500,16.48
4340,4150,11007,2.05
4341,5665,8382,10.49
4342,6235,10660,19.81
4343,3406,286,0.35
4344,3548,10685,13.91
4345,1173,9804,8.46
4346,5283,3287,15.29
4347,3349,7845,6.95
4348,896,7305,14.05
4349,2840,6000,14.49
4350,7096,5488,6.68
4351,2901,4127,2.83
4352,573,10871,13.59
4353,3723,8801,4.47
4354,3750,7848,6.85
4355,4585,2191,0.21
4356,3413,4082,17.00
4357,259,10326,12.98
4358,1975,9951,15.48
4359,6432,10700,3.55
4360,2955,11121,10.15
4361,2642,1728,13.20
4362,2839,2298,12.05
4363,1044,345,13.51
4364,1968,6174,0.88
4365,2851,4218,8.32
4366,7035,10731,15.10
4367,6557,5831,2.14
4368,1819,3825,17.31
4369,4874,2910,18.98
4370,1931,6555,9.89
4371,2743,4361,16.52
4372,2377,10541,4.18
4373,3350,8512,4.78
4374,6045,1299,14.91
4375,925,6310,9.39
4376,5450,4208,5.80
4377,3832,7325,3.64
4378,433,10021,19.76
4379,5881,5544,13.69
4380,284,6739,6.69
4381,7053,7389,2.23
4382,2332,6172,10.26
4383,7256,3120,6.33
4384,7192,4610,10.04
4385,2737,3908,4.35
4386,3106,4184,7.94
4387,547,11060,6.74
4388,3347,1889,14.73
4389,1640,7140,14.50
4390,7545,6210,3.99
4391,7489,5636,16.31
4392,6870,9823,4.87
4393,3930,10268,3.13
4394,5154,9210,10.99
4395,3760,10916,8.64
4396,2579,2635,15.78
4397,420,4312,16.69
4398,4360,3076,10.16
4399,1989,4362,12.33
4400,4053,10656,18.88
4401,5518,10126,10.96
4402,7161,10792,2.64
4403,1777,4171,0.48
4404,6769,5478,0.60
4405,4209,9175,9.03
4406,1001,7010,0.02
4407,3724,7322,1.01
4408,3544,7930,2.26
4409,5952,213,17.82
4410,6195,187,18.71
4411,5750,9382,19.50
4412,715,4532,0.10
4413,1588,9333,12.32
4414,1947,515,15.81
4415,500,3695,5.16
4416,4232,6979,17.32
4417,7014,1332,7.98
4418,7295,6795,9.09
4419,2338,7169,8.76
4420,5096,6715,3.13
4421,7117,5472,11.75
4422,6497,4794,8.46
4423,995,4525,4.92
4424,4154,1552,14.29
4425,6861,6029,5.18
4426,6416,387,18.09
4427,2178,4673,18.93
4428,98,141,15.24
4429,5782,6926,11.45
4430,3287,3379,0.05
4431,2622,4166,0.27
4432,2228,945,2.81
4433,3597,10635,5.29
4434,2669,2428,17.38
4435,5391,7166,13.40
4436,3748,8314,8.68
4437,6997,7542,10.28
4438,5599,4696,10.85
4439,5620,1954,6.09
4440,1910,5895,2.48
4441,6020,9900,13.24
4442,197,6418,0.40
4443,533,3113,16.74
4444,2740,7860,3.76
4445,5943,9913,15.35
4446,4114,1090,11.10
4447,3649,10503,0.65
4448,381,7973,5.12
4449,6686,1121,0.93
4450,3321,6518,18.34
4451,4280,7395,7.77
4452,5087,6030,6.40
4453,6244,5007,2.76
4454,1273,1777,7.87
4455,3709,6500,17.12
4456,2701,1849,10.31
4457,3582,7039,15.50
4458,5978,7052,19.92
4459,3437,7434,4.47
4460,7069,11087,8.88
4461,4407,7728,7.83
4462,2117,1092,14.50
4463,2861,8266,1.13
4464,1532,2892,8.64
4465,5616,8252,18.64
4466,1350,10312,2.12
4467,1661,44,9.29
4468,5509,4761,5.47
4469,6229,10356,6.10
4470,7172,1024,4.10
4471,3652,5803,17.43
4472,2280,8473,7.20
4473,565,10634,7.80
4474,1069,2930,4.76
4475,490,9436,5.04
4476,6711,3850,15.75
4477,7067,2846,13.34
4478,5416,9542,7.03
4479,1785,4279,5.17
4480,1067,9857,4.72
4481,672,10141,19.07
4482,722,7938,1.86
4483,1120,3049,11.70
4484,2002,3590,14.22
4485,5091,374,14.24
4486,3384,856,14.52
4487,1194,7735,11.87
4488,1762,4611,4.25
4489,6374,10374,15.65
4490,1980,584,12.01
4491,4236,2265,10.43
4492,4317,9796,17.10
4493,2411,3457,11.12
4494,4556,10457,11.69
4495,6538,10284,14.61
4496,7395,2452,11.71
4497,4621,5656,17.85
4498,7126,9344,4.02
4499,5639,6723,8.03
4500,327,4681,14.76
4501,1659,668,18.34
4502,2086,8790,16.04
4503,3424,3981,9.18
4504,5005,9564,19.25
4505,3783,7420,14.46
4506,5853,1876,2.25
4507,7447,5864,3.44
4508,4637,2150,14.43
4509,2580,5370,17.70
4510,651,10686,16.17
4511,1854,7342,18.80
4512,205,8220,13.28
4513,4645,10051,15.94
4514,1140,3185,14.88
4515,4567,9561,4.60
4516,5076,6959,8.32
4517,6864,10031,5.76
4518,4371,7707,9.89
4519,6667,4592,9.52
4520,609,3449,2.93
4521,5075,6055,12.13
4522,2293,3193,19.11
4523,5631,5727,10.92
4524,6357,3661,0.16
4525,1302,6496,13.84
4526,4370,90,13.43
4527,1087,3040,19.94
4528,2204,7073,13.85
4529,5587,10668,8.73
4530,129,1952,4.96
4531,2458,6364,17.53
4532,1425,9575,3.13
4533,638,6597,14.51
4534,459,4830,11.06
4535,7535,10657,7.49
4536,4058,6349,10.49
4537,166,6689,11.88
4538,1405,9209,12.88
4539,847,125,12.60
4540,4937,10168,5.19
4541,2299,9980,6.43
4542,2231,3594,10.35
4543,3156,1656,16.91
4544,4386,8837,17.05
4545,3416,6462,15.59
4546,6768,10610,7.24
4547,6777,10371,18.00
4548,7129,10007,15.57
4549,6217,8298,19.24
4550,7277,6951,1.96
4551,5958,1227,15.08
4552,1399,5029,5.27
4553,1095,6788,13.65
4554,4739,8122,18.90
4555,1816,3037,1.31
4556,6907,3138,3.66
4557,4432,3954,11.71
4558,5870,8724,4.76
4559,2135,188,16.35
4560,5387,103,5.68
4561,2131,3025,11.67
4562,177,7339,1.19
4563,710,602,18.01
4564,2064,2984,18.59
4565,5723,1369,16.60
4566,3939,9297,7.24
4567,3874,8755,6.41
4568,6532,4366,11.82
4569,1453,5623,0.89
4570,2699,7745,10.46
4571,2443,2006,13.08
4572,1512,9843,8.95
4573,743,9389,15.47
4574,218,2631,3.42
4575,4458,29,2.69
4576,7236,5170,17.22
4577,2890,8318,18.55
4578,3072,7227,6.99
4579,7080,1329,11.31
4580,2158,7693,12.69
4581,7386,3197,7.79
4582,291,4943,12.63
4583,7475,9380,10.25
4584,6175,1804,14.25
4585,5800,3640,1.01
4586,3146,579,18.44
4587,1041,3781,17.60
4588,311,7591,12.94
4589,163,7518,7.48
4590,5170,5051,15.61
4591,7106,9806,12.76
4592,35,10486,9.98
4593,1142,10716,9.22
4594,5250,5972,18.81
4595,6584,7151,13.38
4596,2943,4108,2.52
4597,4010,1394,12.80
4598,1729,9921,12.67
4599,3040,282,8.51
4600,6952,10551,13.70
4601,3417,2188,11.05
4602,2700,9178,13.61
4603,7333,6314,17.52
4604,2835,7236,9.00
4605,4958,7001,0.85
4606,7358,4755,17.16
4607,5840,4090,1.17
4608,438,2037,18.02
4609,1802,5119,16.10
4610,3356,10080,19.13
4611,4528,660,10.04
4612,1494,4645,14.94
4613,3445,10825,19.71
4614,759,4636,17.41
4615,5361,8113,9.71
4616,5080,10386,8.26
4617,5865,3509,5.56
4618,2399,8076,13.15
4619,6551,9334,12.53
4620,7264,3427,8.74
4621,1748,2445,15.71
4622,17,1285,14.56
4623,6613,9706,9.18
4624,3612,6596,6.99
4625,3900,6273,15.66
4626,4765,2046,9.49
4627,931,6326,7.91
4628,236,908,0.56
4629,4850,4193,4.10
4630,3409,4302,9.92
4631,1883,1458,15.38
4632,6710,27,13.81
4633,3774,95,18.47
4634,6740,4016,0.72
4635,6929,3400,10.67
4636,2945,450,15.03
4637,457,547,9.55
4638,4490,8633,1.05
4639,4601,6129,4.77
4640,7339,7786,14.49
4641,183,6540,9.02
4642,3536,6921,11.47
4643,5913,7867,16.70
4644,2431,5600,15.99
4645,3789,7133,14.12
4646,3142,5323,0.59
4647,6673,10728,11.00
4648,286,8239,7.63
4649,3203,7689,14.49
4650,637,7704,5.70
4651,1161,10259,13.19
4652,1610,3401,10.86
4653,6653,4801,19.44
4654,2164,8175,4.40
4655,3896,670,10.79
4656,2324,3134,3.76
4657,3333,2449,18.03
4658,7399,557,4.41
4659,2501,1531,13.87
4660,171,1939,3.59
4661,938,7368,11.76
4662,7486,5036,7.25
4663,4336,10818,8.57
4664,3870,3682,4.48
4665,6473,5976,4.55
4666,2262,4891,15.98
4667,6608,5745,16.37
4668,1378,1937,17.21
4669,4197,10809,7.57
4670,3398,2555,13.67
4671,5656,2213,12.31
4672,6502,3529,9.54
4673,2160,10920,19.48
4674,2464,6107,12.70
4675,5698,3204,3.11
4676,6341,9051,8.88
4677,3647,4504,4.61
4678,72,3482,4.85
4679,1628,7691,11.48
4680,2339,466,10.46
4681,7159,2768,14.71
4682,6992,8626,19.94
4683,6535,4114,17.03
4684,1677,1321,12.57
4685,7305,8594,8.28
4686,4931,10763,16.21
4687,3707,8344,15.60
4688,1655,7431,11.14
4689,2104,3082,14.76
4690,450,6325,4.41
4691,4841,8853,14.85
4692,3754,5496,6.28
4693,4133,9635,18.20
4694,7406,5273,18.64
4695,4501,2379,6.26
4696,7373,9659,0.09
4697,1535,6260,18.69
4698,3128,8149,18.57
4699,7221,9385,5.93
4700,2078,10780,10.13
4701,2705,6638,3.01
4702,1925,5946,15.38
4703,1817,9551,4.21
4704,529,6117,3.78
4705,4205,3333,1.31
4706,3113,6142,10.73
4707,1524,4420,15.70
4708,91,6802,3.16
4709,3589,8103,8.63
4710,3731,8002,0.17
4711,1917,1949,17.30
4712,4527,6206,6.46
4713,1345,4061,7.38
4714,2473,10222,11.30
4715,3814,8347,18.49
4716,5495,6118,0.07
4717,5660,8981,15.06
4718,5734,7739,18.84
4719,2625,982,15.71
4720,214,8401,12.13
4721,6873,5426,6.86
4722,6430,6658,18.07
4723,5738,413,2.39
4724,4046,10399,19.27
4725,2208,6218,11.02
4726,1353,9826,18.69
4727,7045,8018,0.80
4728,4701,5903,16.92
4729,1298,614,19.46
4730,2038,2559,9.11
4731,6256,2977,13.37
4732,2552,7318,16.83
4733,5905,9348,13.13
4734,4406,7955,10.59
4735,2147,5303,6.55
4736,7016,8183,10.96
4737,3176,7373,15.90
4738,1682,2599,6.10
4739,6255,9322,4.63
4740,4295,2672,18.04
4741,4421,8471,1.75
4742,6881,2464,10.62
4743,296,3058,19.22
4744,5788,120,15.55
4745,309,4185,8.38
4746,3803,5699,14.03
4747,6541,1991,0.98
4748,4471,7101,19.07
4749,687,857,6.12
4750,2959,2773,11.04
4751,4423,1737,13.96
4752,3684,6612,7.14
4753,4477,7818,17.16
4754,4533,5513,19.58
4755,3163,4840,0.55
4756,4615,6188,0.20
4757,332,4793,10.70
4758,3926,4341,7.82
4759,3115,4957,10.60
4760,6782,952,18.96
4761,5992,5269,2.07
4762,6965,9402,4.95
4763,135,9829,13.80
4764,5733,6359,16.82
4765,5655,7654,17.69
4766,4351,9944,5.01
4767,5815,6193,19.77
4768,7171,5210,12.72
4769,1024,7647,12.68
4770,5278,118,11.77
4771,6808,4442,7.60
4772,3126,9758,16.03
4773,5229,1556,8.75
4774,7327,2572,15.11
4775,250,9915,10.71
4776,2824,9345,16.75
4777,7500,8998,9.06
4778,2090,3760,18.40
4779,1429,7243,18.60
4780,630,8294,12.45
4781,2776,3792,12.17
4782,5861,8601,12.39
4783,7005,6442,4.12
4784,2024,5990,13.48
4785,7328,8868,16.44
4786,1363,2749,4.64
4787,3631,11058,17.75
4788,4831,6109,11.82
4789,3140,6906,19.74
4790,5528,1352,1.22
4791,1288,3069,16.85
4792,4500,6983,7.22
4793,3019,8108,14.17
4794,5492,3382,6.93
4795,5399,6503,12.90
4796,6968,3797,19.40
4797,7415,9480,1.32
4798,7341,1008,1.67
4799,5728,9129,18.99
4800,1897,5114,2.82
4801,6745,6918,18.54
4802,4898,10536,8.83
4803,42,8431,0.90
4804,1929,861,14.16
4805,6272,658,18.46
4806,2397,7045,0.62
4807,4099,4226,0.71
4808,5900,3005,13.18
4809,2360,2661,6.76
4810,6275,5306,11.53
4811,2928,8789,12.40
4812,2727,8053,13.12
4813,4976,5542,7.71
4814,5182,4199,11.27
4815,6668,3581,2.96
4816,5123,6909,19.89
4817,4968,10892,18.81
4818,7409,3862,16.43
4819,242,6486,4.51
4820,1559,1853,10.10
4821,6717,9762,0.50
4822,741,6143,5.23
4823,626,2040,14.19
4824,1372,4358,15.00
4825,6632,8072,10.54
4826,1020,1582,19.95
4827,3687,379,12.84
4828,36,7605,8.77
4829,2640,2861,18.98
4830,3969,6586,19.26
4831,1603,3148,19.93
4832,424,7122,19.29
4833,6764,10416,11.62
4834,1474,4911,11.48
4835,3226,291,15.49
4836,3131,6787,0.83
4837,6730,3133,6.11
4838,576,1533,12.67
4839,6867,1941,8.23
4840,4749,5449,6.61
4841,1208,1983,15.03
4842,693,8791,19.10
4843,7326,5387,5.23
4844,2963,4285,16.76
4845,1708,3816,8.52
4846,6168,665,17.15
4847,7049,3280,12.81
4848,4950,3727,14.15
4849,4021,533,8.53
4850,5808,10516,10.09
4851,1782,5509,4.85
4852,1716,2472,17.64
4853,7186,1724,16.27
4854,5423,6083,10.76
4855,59,7819,12.23
4856,4439,7776,6.26
4857,954,6724,14.04
4858,1918,3363,15.76
4859,1690,4221,12.42
4860,6441,8756,0.93
4861,2874,7658,11.73
4862,6338,4876,13.24
4863,6927,1697,13.52
4864,1924,3627,12.87
4865,4498,5569,7.55
4866,5987,8765,1.47
4867,5999,2983,3.87
4868,5177,1254,16.70
4869,5458,3177,13.94
4870,891,8650,18.68
4871,1571,7831,19.94
4872,6565,5603,7.12
4873,2240,10874,4.17
4874,4691,185,4.87
4875,44,7328,11.55
4876,6554,8499,9.23
4877,1091,10473,11.32
4878,6721,6342,17.04
4879,3625,3191,0.33
4880,7480,3312,12.78
4881,2307,5161,10.98
4882,5694,10381,0.78
4883,570,6219,1.32
4884,6167,10104,0.38
4885,5192,5772,19.24
4886,5739,10039,9.10
4887,2689,8943,17.43
4888,5925,7071,5.15
4889,6442,6610,14.52
4890,1481,3787,10.40
4891,2565,10330,6.48
4892,6289,9803,2.67
4893,379,5929,7.78
4894,2794,5643,1.93
4895,1110,682,3.24
4896,5701,3374,11.82
4897,6207,3426,13.74
4898,6240,3813,0.49
4899,3136,7160,8.49
4900,4602,1147,15.26
4901,1498,1138,15.08
4902,7064,10218,12.64
4903,5327,5136,14.91
4904,2247,10597,9.01
4905,1616,8732,5.23
4906,4525,4537,19.49
4907,5305,6890,13.21
4908,3734,3578,10.72
4909,3516,5511,5.06
4910,2670,460,4.53
4911,2066,5763,0.13
4912,3012,639,10.51
4913,1447,8657,15.48
4914,878,6422,15.56
4915,2050,1051,10.89
4916,7507,4462,12.29
4917,6990,4258,3.45
4918,7350,8479,3.16
4919,1521,3772,9.92
4920,6724,8159,14.38
4921,5716,10889,13.34
4922,4367,6742,7.72
4923,3986,3329,4.59
4924,1624,1576,16.62
4925,3260,9134,10.81
4926,1346,3078,12.74
4927,6060,4068,19.60
4928,186,5296,7.04
4929,2603,5936,14.68
4930,2540,7314,3.12
4931,3053,4269,10.43
4932,1900,276,1.23
4933,1810,9444,5.74
4934,101,11124,12.86
4935,2556,7495,1.45
4936,6630,8928,1.50
4937,819,2784,4.14
4938,6697,9033,11.71
4939,724,10125,4.45
4940,2631,10543,15.02
4941,6075,9815,14.93
4942,3659,2873,10.96
4943,6758,2176,4.53
4944,4491,3075,2.49
4945,3289,3957,13.48
4946,4785,4410,14.46
4947,1898,8700,9.54
4948,6439,73,0.44
4949,6305,1794,2.54
4950,3514,8204,13.16
4951,2140,7974,3.72
4952,4383,8793,12.93
4953,4357,10827,5.41
4954,571,823,8.23
4955,3769,6419,1.49
4956,146,10615,9.14
4957,6564,5134,19.77
4958,2093,5316,5.69
4959,5920,4717,7.87
4960,4532,6988,12.99
4961,1263,4691,17.33
4962,5774,10630,4.67
4963,7244,6709,3.12
4964,4230,8171,13.58
4965,3248,1035,8.11
4966,899,6443,16.65
4967,7263,6283,11.74
4968,515,8681,16.47
4969,1382,9487,19.60
4970,6294,10309,7.29
4971,5195,6214,9.12
4972,5398,10460,0.55
4973,6122,2818,4.17
4974,3094,9647,8.24
4975,1613,1218,7.60
4976,3280,5048,8.69
4977,2518,7436,16.12
4978,6041,961,9.76
4979,3764,8185,4.33
4980,2588,10903,15.06
4981,4049,2567,0.25
4982,213,9121,8.24
4983,5851,10580,4.57
4984,293,9093,0.34
4985,1743,1072,12.70
4986,1467,9965,4.99
4987,2817,6892,6.02
4988,6855,918,4.30
4989,5059,5118,10.62
4990,3512,7440,19.31
4991,5596,7732,1.71
4992,614,10497,9.29
4993,5394,4822,7.48
4994,1339,6294,7.45
4995,725,5502,6.27
4996,3596,7026,10.63
4997,1884,9369,18.19
4998,6173,8819,12.86
4999,7229,825,6.72
5000,6973,10745,1.16
5001,5309,6480,8.79
5002,495,9485,6.38
5003,2370,843,14.47
5004,1196,6548,16.55
5005,385,7736,15.83
5006,5449,2936,4.49
5007,1158,6352,10.23
5008,2548,4971,11.76
5009,7499,7058,18.39
5010,4876,9661,14.20
5011,734,3910,2.21
5012,199,2767,0.98
5013,3800,3097,3.44
5014,7511,2740,8.09
5015,5084,8680,6.62
5016,5180,9906,9.39
5017,4460,8976,5.68
5018,5949,8242,5.91
5019,6513,7087,12.57
5020,5353,2851,18.82
5021,2497,9765,12.29
5022,1622,9626,15.32
5023,3477,1427,12.00
5024,7360,6761,7.50
5025,5235,10283,11.16
5026,3940,1495,1.82
5027,3619,5024,4.87
5028,790,1258,2.08
5029,6347,1102,10.92
5030,5797,5173,1.23
5031,5130,10101,5.16
5032,645,6827,14.31
5033,5752,10426,7.47
5034,5113,3946,12.99
5035,3017,10681,10.84
5036,5175,5325,14.41
5037,7441,5483,18.13
5038,6791,10863,5.62
5039,2406,9346,11.57
5040,6944,2952,16.40
5041,3051,10775,0.31
5042,4574,3967,17.89
5043,226,4019,12.81
5044,6049,1525,5.10
5045,7426,7203,14.00
5046,1909,7629,7.96
5047,4744,10466,5.24
5048,953,8588,7.51
5049,2267,8349,10.70
5050,6223,7423,6.21
5051,61,8971,0.54
5052,1631,6593,10.39
5053,70,1085,4.66
5054,81,8202,0.43
5055,7212,4179,6.43
5056,1638,10358,15.57
5057,6821,9198,11.16
5058,6995,8678,2.01
5059,349,7112,14.98
5060,4392,10552,0.60
5061,2648,6328,0.53
5062,4878,5885,0.66
5063,2806,1346,1.15
5064,3469,3971,7.38
5065,56,6341,17.24
5066,2474,4441,7.73
5067,6971,278,2.09
5068,5094,2465,15.33
5069,3407,8764,13.70
5070,4732,1325,6.92
5071,2478,2556,3.20
5072,3786,10977,19.68
5073,943,2154,2.82
5074,3706,7174,11.94
5075,4166,6972,10.36
5076,4450,3273,11.25
5077,6024,2488,6.05
5078,3947,7262,10.31
5079,5959,2097,14.55
5080,1620,5729,13.81
5081,7414,2249,16.32
5082,7198,7035,19.22
5083,5356,5709,13.44
5084,5672,5591,1.25
5085,2256,2704,5.55
5086,481,496,16.92
5087,827,9995,10.51
5088,3039,10785,5.16
5089,2768,8798,17.32
5090,1100,2434,17.95
5091,3510,11074,16.76
5092,6259,9693,19.70
5093,5718,2523,13.42
5094,817,2194,7.44
5095,1319,1025,7.11
5096,6153,4797,7.12
5097,3314,5900,2.26
5098,306,2627,12.92
5099,5714,6505,16.57
5100,2347,8929,6.58
5101,5691,7464,17.51
5102,6196,2166,8.47
5103,5998,10439,2.31
5104,5914,2480,3.08
5105,2710,6845,2.32
5106,3137,10436,8.86
5107,5559,9608,0.86
5108,160,4958,11.66
5109,2892,8486,3.87
5110,3830,6191,2.74
5111,5350,4177,3.29
5112,6518,1334,19.51
5113,510,352,2.24
5114,4623,1379,14.31
5115,748,6774,1.79
5116,3212,493,13.66
5117,3089,5770,11.05
5118,2866,3641,14.50
5119,6052,10939,13.66
5120,6245,5829,9.44
5121,3878,7345,18.00
5122,7454,1246,13.11
5123,111,3567,2.74
5124,6743,4275,14.09
5125,4687,5680,11.73
5126,874,10248,18.33
5127,1862,1428,10.63
5128,5415,6621,8.52
5129,96,2751,19.61
5130,6785,8158,8.88
5131,38,7404,17.74
5132,6748,8570,7.87
5133,1396,3621,16.24
5134,7330,3385,5.27
5135,343,3181,10.66
5136,4770,10943,15.98
5137,1486,5456,18.69
5138,3207,5767,8.05
5139,6499,7923,16.98
5140,1927,816,4.84
5141,3076,9771,11.84
5142,352,896,5.23
5143,90,2156,9.00
5144,1451,9220,8.86
5145,1475,2937,0.01
5146,3473,3990,18.79
5147,2422,4834,16.29
5148,1007,4079,9.80
5149,2031,5440,18.44
5150,3339,7564,10.10
5151,5013,10193,3.19
5152,369,5809,13.84
5153,1880,4034,10.03
5154,4554,1839,16.06
5155,6402,9985,3.57
5156,4079,4550,7.38
5157,1629,2665,1.95
5158,6301,1312,16.21
5159,263,433,14.58
5160,4959,4501,19.66
5161,6176,1980,3.26
5162,7282,2795,12.26
5163,3775,4124,2.08
5164,302,9350,5.32
5165,5446,3420,18.18
5166,5711,10752,19.01
5167,6251,8612,4.76
5168,5103,3653,16.20
5169,7514,683,17.39
5170,6840,4667,19.69
5171,4794,7586,7.93
5172,5435,2257,5.32
5173,6633,2994,12.06
5174,5414,344,16.95
5175,1890,6204,7.15
5176,944,9879,8.89
5177,5421,9597,7.06
5178,2521,4838,6.42
5179,4113,9292,18.50
5180,468,3188,13.85
5181,7525,9262,16.67
5182,6902,4260,1.81
5183,1736,7263,16.38
5184,5364,4660,11.16
5185,5363,2646,13.49
5186,6332,10620,5.42
5187,5908,615,18.20
5188,3552,7106,4.13
5189,5496,5058,15.16
5190,5114,5816,2.73
5191,2667,8526,10.27
5192,6803,8731,18.24
5193,1381,1975,2.71
5194,312,1852,6.79
5195,2481,7737,0.52
5196,5419,8432,8.16
5197,4715,946,1.65
5198,6678,3801,1.29
5199,1251,6139,14.64
5200,7070,9032,7.62
5201,5964,7177,5.87
5202,3472,2906,8.15
5203,6813,920,9.77
5204,862,3306,1.51
5205,7286,9361,4.11
5206,3850,1447,2.67
5207,423,9532,11.01
5208,3576,6635,14.74
5209,4014,9819,10.35
5210,6421,5463,8.13
5211,2991,6511,5.83
5212,5178,8840,18.42
5213,2829,5522,9.64
5214,955,10232,4.79
5215,6132,3139,2.73
5216,2452,5245,19.62
5217,4331,7405,9.00
5218,3575,8827,13.65
5219,912,7023,18.13
5220,3478,5571,19.42
5221,677,1165,7.20
5222,2797,148,13.46
5223,945,725,13.56
5224,4559,4159,14.03
5225,365,5331,8.74
5226,6093,2741,6.79
5227,4775,5512,8.73
5228,1966,9744,13.10
5229,4814,6316,18.02
5230,2961,9966,14.40
5231,4885,7547,8.78
5232,6549,214,13.96
5233,5827,541,7.04
5234,4685,9148,6.80
5235,1435,2463,18.21
5236,6519,5506,3.56
5237,596,7710,17.69
5238,5301,8107,16.53
5239,292,2337,14.70
5240,5536,10682,5.90
5241,1117,10408,12.60
5242,6734,4471,18.58
5243,6913,7447,17.32
5244,1019,7939,9.65
5245,7224,6939,14.49
5246,3728,6420,1.51
5247,6128,4573,17.96
5248,473,7032,17.87
5249,2380,3744,14.09
5250,156,11031,17.79
5251,4745,8999,13.32
5252,3487,6304,9.47
5253,4796,3062,0.36
5254,1235,814,14.49
5255,3216,7060,12.33
5256,6654,6883,18.44
5257,7125,9567,0.61
5258,1329,91,8.28
5259,7105,3645,15.79
5260,5164,7111,17.99
5261,3660,9797,13.31
5262,2864,320,18.38
5263,1062,9092,5.15
5264,4246,5362,17.20
5265,1510,6832,12.91
5266,870,11079,6.25
5267,3932,7239,1.55
5268,4210,6831,4.59
5269,34,4988,2.54
5270,4412,334,7.56
5271,2758,900,12.21
5272,4307,4666,9.56
5273,6639,5221,17.03
5274,2461,85,8.41
5275,3523,8627,8.93
5276,4872,9773,6.54
5277,3484,1067,0.54
5278,6923,5918,7.87
5279,2983,9450,11.11
5280,916,5356,8.86
5281,666,10895,4.82
5282,5505,714,16.68
5283,6323,10967,16.12
5284,4120,9119,4.30
5285,6436,7991,15.69
5286,7197,2391,18.46
5287,866,1078,16.07
5288,1597,6949,3.32
5289,3173,654,9.83
5290,3785,4704,8.21
5291,109,7223,5.38
5292,967,3783,9.24
5293,5535,2501,10.94
5294,857,6840,17.44
5295,2968,6762,9.67
5296,1557,7250,18.05
5297,3851,6534,17.17
5298,1784,10286,11.43
5299,6424,10306,3.82
5300,3052,649,19.72
5301,238,6641,18.41
5302,1547,9908,12.43
5303,7453,8735,15.47
5304,2413,10715,16.86
5305,3323,6459,12.66
